index,STARTSTATIONNAME,ENDSTATIONNAME,NUMBEROFTRIPS,DELTATIME,STARTSTATIONID,ENDSTATIONID
7298,Émile-Duployé / Sherbrooke,Cathcart / McGill College,1,0 days 00:16:19.615000,148,59
7299,Molson / Wiliam-Tremblay,Marché Maisonneuve,17,0 days 00:16:19.363352941,886,330
7300,Marmier / St-Denis,Métro Sherbrooke (de Rigaud / Berri),16,0 days 00:16:19.256750,168,19
7301,6e avenue / Villeray,Parc Villeray (Christophe-Colomb / Jarry),6,0 days 00:16:19.214666666,492,342
7302,St-Hubert / de Maisonneuve (sud),Métro Mont-Royal (Utilités publiques / Rivard),4,0 days 00:16:19.167500,822,347
7303,Ste-Catherine / Bishop,Milton / St-Laurent,16,0 days 00:16:18.990250,87,207
7304,Robert-Bourassa / René-Lévesque,Métro Sherbrooke (de Rigaud / Berri),1,0 days 00:16:18.933000,873,19
7305,Cité des Arts du Cirque (Paul Boutet / des Regrattiers),Collège de Rosemont (Beaubien / 15e avenue),3,0 days 00:16:18.873000,453,840
7306,Frontenac / Ste-Catherine,Métro St-Laurent ( de Maisonneuve / St-Laurent),6,0 days 00:16:18.742166666,99,834
7307,Hamel / Sauriol,Chabanel / du Parc,1,0 days 00:16:18.595000,480,623
